집계일자,영업소코드,영업소명,입출구구분코드,입출구명,TCS하이패스구분코드,TCS하이패스명,고속도로운영기관구분코드,고속도로운영기관명,영업형태구분코드,영업형태명,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
"20210709","155 ","논산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",649,32,141,97,48,8,975
"20210709","155 ","논산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",3675,198,199,271,296,109,4748
"20210709","155 ","논산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",696,26,163,110,36,68,1099
"20210709","155 ","논산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3677,199,232,262,297,116,4783
"20210709","259 ","대천","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",635,13,33,20,9,1,711
"20210709","259 ","대천","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",3053,75,97,42,93,90,3450
"20210709","259 ","대천","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",776,16,30,30,7,61,920
"20210709","259 ","대천","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3798,77,102,49,105,119,4250
"20210709","168 ","덕유산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",121,11,10,14,3,0,159
"20210709","168 ","덕유산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",742,16,7,8,17,16,806
"20210709","168 ","덕유산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",191,11,14,18,3,9,246
"20210709","168 ","덕유산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",823,18,15,20,19,16,911
"20210709","228 ","동군산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",824,21,73,78,39,6,1041
"20210709","228 ","동군산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",3427,148,199,174,452,62,4462
"20210709","228 ","동군산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",781,20,97,73,55,41,1067
"20210709","228 ","동군산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3253,117,213,134,440,83,4240
"20210709","590 ","동전주","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",468,8,9,16,2,9,512
"20210709","590 ","동전주","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",2861,48,21,35,73,87,3125
"20210709","590 ","동전주","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",657,6,27,14,3,66,773
"20210709","590 ","동전주","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",3445,52,36,31,76,111,3751
"20210709","164 ","무주","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",351,16,14,18,19,4,422
"20210709","164 ","무주","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",1998,45,57,40,139,63,2342
"20210709","164 ","무주","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",525,14,24,23,15,43,644
